work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2022,MI,FT,Data Scientist Lead,85000,EUR,89306,AT,50,AT,L
2022,SE,FT,Data Scientist Lead,183000,USD,183000,US,100,US,L
