work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2022,SE,FT,Machine Learning Manager,200000,USD,200000,US,100,US,M
2022,SE,FT,Machine Learning Manager,150000,USD,150000,US,100,US,M
2020,SE,FT,Machine Learning Manager,157000,CAD,117104,CA,50,CA,L
