work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2023,SE,FT,Cloud Database Engineer,170000,USD,170000,US,100,US,L
2023,SE,FT,Cloud Database Engineer,140000,USD,140000,US,100,US,M
2023,SE,FT,Cloud Database Engineer,115000,USD,115000,US,100,US,M
2022,SE,FT,Cloud Database Engineer,190000,USD,190000,US,100,US,M
2022,SE,FT,Cloud Database Engineer,160000,USD,160000,US,100,US,M
