work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2023,SE,FT,Data Analytics Specialist,105000,USD,105000,US,0,US,M
2023,SE,FT,Data Analytics Specialist,85000,USD,85000,US,0,US,M
