work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2023,MI,FT,Lead Data Analyst,68000,USD,68000,US,0,US,L
2023,MI,FT,Lead Data Analyst,1500000,INR,18238,IN,50,IN,L
2021,SE,FT,Lead Data Analyst,170000,USD,170000,US,100,US,L
2020,MI,FT,Lead Data Analyst,87000,USD,87000,US,100,US,L
2021,MI,FT,Lead Data Analyst,1450000,INR,19609,IN,100,IN,L
