work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2023,SE,FT,Data Science Engineer,140000,USD,140000,US,0,US,M
2023,SE,FT,Data Science Engineer,100000,USD,100000,US,0,US,M
2022,SE,FT,Data Science Engineer,60000,USD,60000,AR,100,MX,L
2021,SE,FT,Data Science Engineer,159500,CAD,127221,CA,50,CA,L
2021,MI,FT,Data Science Engineer,34000,EUR,40189,GR,100,GR,M
