work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2023,EN,FT,Data Quality Analyst,100000,USD,100000,NG,100,NG,L
2023,SE,FT,Data Quality Analyst,100000,USD,100000,US,0,US,M
2023,SE,FT,Data Quality Analyst,80000,USD,80000,US,0,US,M
2023,SE,FT,Data Quality Analyst,100000,USD,100000,US,0,US,M
2023,SE,FT,Data Quality Analyst,80000,USD,80000,US,0,US,M
2023,SE,FT,Data Quality Analyst,72200,USD,72200,US,0,US,M
2023,SE,FT,Data Quality Analyst,64980,USD,64980,US,0,US,M
