work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2022,EN,FL,Data Analytics Consultant,50000,USD,50000,BE,100,US,S
2022,MI,FT,Data Analytics Consultant,113000,USD,113000,US,100,US,L
