work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2023,MI,FT,MLOps Engineer,134000,USD,134000,US,100,US,M
2023,MI,FT,MLOps Engineer,124000,USD,124000,US,100,US,M
2022,MI,FT,MLOps Engineer,134000,USD,134000,US,100,US,M
2022,MI,FT,MLOps Engineer,124000,USD,124000,US,100,US,M
