work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2023,MI,FT,Software Data Engineer,100000,SGD,75020,SG,100,SG,L
2023,SE,FL,Software Data Engineer,50000,USD,50000,NG,50,AU,M
