work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2023,MI,FT,Applied Machine Learning Engineer,65000,EUR,69751,IN,100,DE,S
2023,MI,FT,Applied Machine Learning Engineer,130000,USD,130000,US,0,US,M
