work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2023,MI,FT,Insight Analyst,42000,GBP,51039,GB,0,GB,M
2023,MI,FT,Insight Analyst,35000,GBP,42533,GB,0,GB,M
